"Trabalho.1" "P1" "Total.P1" "Trabalho.2" "P2" "Total.P2" "Média.P2" "Ata.P1" "Ata.P2" "Turno" "Turma" "Tempo1" "Tempo2" "Abandono" "Existente"
"498" 1 6 7 2 6 8 7.6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"499" 1 6 7 2 7 9 8.2 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"500" 1 2.5 3.5 2 6.3 8.3 6.4 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"501" 1 2 3 2 5.8 8 6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"502" 1 6 7 0 2.5 2.5 4.3 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"503" 1 8 9 2 6.3 8.3 8.6 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"504" 0.5 9.5 10 2 8 10 10 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"505" 1 8 9 2 4.5 6.5 7.5 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"506" 1 1.5 2.5 2 4.5 6.5 4.9 "N" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"507" 0.5 9.5 10 2 8 10 10 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"508" 1 2 3 2 8 10 7.2 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"509" 1 8 9 2 7 9 9 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"510" 1 4 5 2 5 7 6.2 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"511" 1 4.5 5.5 2 5 7 6.4 "S" "S" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"512" 0 0 0 NA NA 0 0 "S" "S" "4N" "Mec4BN" 3.5 1.5 "S" "S"
"513" 1 7 8 2 7.1 9.1 8.7 "N" "N" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"514" 1 3 4 NA NA 0 1.6 "N" "N" "4N" "Mec4BN" 3.5 1.5 "S" "S"
"515" 1 7.5 8.5 2 7.1 9.1 8.9 "N" "N" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"516" 0 0 0 NA NA 0 0 "N" "N" "4N" "Mec4BN" 3.5 1.5 "S" "S"
"517" NA NA 0 NA NA 0 0 "S" "N" "4N" "Mec4BN" 3.5 1.5 NA "N"
"518" 0 0 0 NA NA 0 0 "N" "N" "4N" "Mec4BN" 3.5 1.5 "S" "S"
"519" 0 0 0 2 0.5 2.5 1.5 "N" "N" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"520" 0 0 0 0 0 0 0 "N" "N" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"521" 0 0 0 2 3.2 5.2 3.1 "N" "N" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"522" 1 8 9 2 6.8 8.8 8.9 "N" "N" "4N" "Mec4BN" 3.5 1.5 "N" "S"
"523" 1 1 2 0 0 0 0.8 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"524" 1 2 3 2 2 4 3.6 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"525" 1 4.5 5.5 0 NA 0 2.2 "S" "S" "5N" "Prod4BN" 4 2 "S" "S"
"526" 0.5 9.5 10 2 6.5 8.5 9.1 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"527" 0 10 10 2 1.4 3.4 6 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"528" 0.5 9.5 10 2 6.1 8.1 8.9 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"529" 1 1 2 0 0 0 0.8 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"530" 1 8 9 2 4.5 6.5 7.5 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"531" 0 10 10 2 3 5 7 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"532" 1 2 3 0 0 0 1.2 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"533" 1 4 5 0 0 0 2 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"534" 0 0 0 2 4.5 6.5 3.9 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"535" 0 10 10 2 8 10 10 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"536" 0 10 10 2 3.5 5.5 7.3 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"537" 1 8 9 2 5.3 7.3 8 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"538" 0 10 10 2 6.5 8.5 9.1 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"539" 0 10 10 2 6 8 8.8 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"540" 1 6 7 2 4 6 6.4 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"541" 1 1.5 2.5 0 0 0 1 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"542" 0 0 0 0 NA 0 0 "S" "S" "5N" "Prod4BN" 4 2 "S" "S"
"543" 0 10 10 2 5.3 7.3 8.4 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"544" 0.5 9.5 10 2 6.5 8.5 9.1 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"545" 0 0 0 0 0 0 0 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"546" 1 9 10 2 5.3 7.3 8.4 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"547" 1 4.5 5.5 2 3 5 5.2 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"548" 1 5.5 6.5 2 7.3 9.3 8.2 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"549" 1 5.5 6.5 2 4.8 6.8 6.7 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"550" 1 4 5 0 0 0 2 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"551" 0 0 0 2 2.5 4.5 2.7 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"552" 1 8.5 9.5 2 4 6 7.4 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"553" 0 NA 0 2 4.2 6.2 3.7 "S" "S" "5N" "Prod4BN" 4 2 NA "S"
"554" 0 10 10 0 0 0 4 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"555" 1 2 3 2 5.3 7.3 5.6 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"556" 1 5 6 0 0 0 2.4 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"557" 1 5 6 2 2 4 4.8 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"558" 1 7 8 2 3.8 5.8 6.7 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"559" 1 5.5 6.5 2 2 4 5 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"560" 0 0 0 0 NA 0 0 "S" "S" "5N" "Prod4BN" 4 2 "S" "S"
"561" 0 NA 0 0 NA 0 0 "S" "S" "5N" "Prod4BN" 4 2 NA "N"
"562" 1 7 8 2 6.5 8.5 8.3 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"563" 1 5 6 2 6.5 8.5 7.5 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"564" 1 4 5 2 1.5 3.5 4.1 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"565" 0 10 10 2 6.5 8.5 9.1 "S" "S" "5N" "Prod4BN" 4 2 "N" "S"
"566" 1 0.5 1.5 2 0.5 2.5 2.1 "N" "N" "5N" "Prod4BN" 4 2 "N" "S"
"567" 0 10 10 2 5 7 8.2 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"568" 0 10 10 2 7.7 9.7 9.8 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"569" 0 10 10 2 7.7 9.7 9.8 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"570" 0 0 0 0 NA 0 0 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"571" 0 0 0 0 0 0 0 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"572" 1 2 3 2 5.5 7.5 5.7 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"573" 0 0 0 0 0 0 0 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"574" 1 2 3 0 NA 0 1.2 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"575" 0 10 10 2 4 6 7.6 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"576" 0 10 10 2 7.7 9.7 9.8 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"577" 1 2 3 0 NA 0 1.2 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"578" 0 10 10 2 8 10 10 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"579" 0 4 4 2 1 3 3.4 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"580" 1 7.5 8.5 0 0 0 3.4 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"581" 0 10 10 2 8 10 10 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"582" 0 10 10 2 8 10 10 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"583" 1 7.5 8.5 2 2.5 4.5 6.1 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"584" 1 1.5 2.5 0 NA 0 1 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"585" 1 5.5 6.5 2 7.2 9.2 8.1 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"586" 0 NA 0 0 NA 0 0 "S" "S" "5N" "Prod4CN" 4.5 2.5 NA "N"
"587" 0 10 10 2 5.5 7.5 8.5 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"588" 1 0.5 1.5 0 0 0 0.6 "N" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"589" 0 0 0 0 NA 0 0 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"590" 1 9 10 2 4.9 6.9 8.1 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"591" 1 0.5 1.5 0 NA 0 0.6 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"592" 0 0 0 0 NA 0 0 "N" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"593" 0 10 10 2 6 8 8.8 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"594" 1 3.5 4.5 0 NA 0 1.8 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"595" 0.4 9.6 10 2 1.4 3.4 6 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"596" 0 10 10 2 4 6 7.6 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"597" 0 0 0 0 0 0 0 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"598" 0 0 0 0 NA 0 0 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"599" 1 7.5 8.5 2 8 10 9.4 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"600" 0 1.5 1.5 0 NA 0 0.6 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"601" 0 10 10 2 6.3 8.3 9 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"602" 1 4 5 2 5.4 7.4 6.4 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"603" 0 10 10 2 4.8 6.8 8.1 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"604" 0 0 0 0 NA 0 0 "S" "S" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"605" 1 6.5 7.5 0 0 0 3 "N" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"606" 0 NA 0 0 0 0 0 "S" "S" "5N" "Prod4CN" 4.5 2.5 NA "S"
"607" 0 9.5 9.5 2 7.5 9.5 9.5 "S" "S" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"608" 0 0 0 0 NA 0 0 "N" "N" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"609" 0 NA 0 0 NA 0 0 "N" "N" "5N" "Prod4CN" 4.5 2.5 NA "N"
"610" 0 0 0 0 NA 0 0 "N" "N" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"611" NA NA 0 2 3.5 5.5 3.3 "N" "N" "5N" "Prod4CN" 4.5 2.5 NA "S"
"612" 1 7 8 2 2.8 4.8 6.1 "N" "N" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"613" 0 0 0 0 NA 0 0 "N" "N" "5N" "Prod4CN" 4.5 2.5 "S" "S"
"614" 1 4 5 2 4.7 6.7 6 "N" "N" "5N" "Prod4CN" 4.5 2.5 "N" "S"
"615" 0 10 10 0 0 0 4 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"616" 0 10 10 2 4 6 7.6 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"617" 1 8 9 0 NA 0 3.6 "S" "S" "6M" "Civil3AM" 5 3 "S" "S"
"618" 1 9 10 2 6.2 8.2 8.9 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"619" 1 1.5 2.5 2 2 4 3.4 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"620" 1 4.5 5.5 0 NA 0 2.2 "S" "S" "6M" "Civil3AM" 5 3 "S" "S"
"621" 0 10 10 2 4.8 6.8 8.1 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"622" 1 2.5 3.5 0 0 0 1.4 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"623" 0 0 0 0 NA 0 0 "S" "S" "6M" "Civil3AM" 5 3 "S" "S"
"624" 1 5.5 6.5 2 2.7 4.7 5.4 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"625" 0 NA 0 0 NA 0 0 "S" "S" "6M" "Civil3AM" 5 3 NA "N"
"626" 0.5 9.5 10 2 8 10 10 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"627" 1 4 5 2 4.7 6.7 6 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"628" 0 10 10 2 3 5 7 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"629" 1 2 3 0 0 0 1.2 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"630" 1 6 7 2 3.5 5.5 6.1 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"631" 0 10 10 2 4.5 6.5 7.9 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"632" 0 0 0 0 0 0 0 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"633" 1 4.5 5.5 2 0.8 2.8 3.9 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"634" 1 8.5 9.5 2 6 8 8.6 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"635" 0 10 10 2 4 6 7.6 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"636" 1 4 5 2 2.5 4.5 4.7 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"637" 0 10 10 2 8 10 10 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"638" 1 5.5 6.5 0 0 0 2.6 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"639" 0 10 10 2 2 4 6.4 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"640" 0 0 0 0 0 0 0 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"641" 0 10 10 2 6.8 8.8 9.3 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"642" 1 1.5 2.5 0 NA 0 1 "S" "S" "6M" "Civil3AM" 5 3 "S" "S"
"643" 0 10 10 2 8 10 10 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"644" 1 9 10 2 4 6 7.6 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"645" 1 2 3 2 5 7 5.4 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"646" 1 6 7 2 5 7 7 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"647" 1 5.5 6.5 2 6.2 8.2 7.5 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"648" 0.5 9.5 10 2 4.3 6.3 7.8 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"649" 0 10 10 2 3 5 7 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"650" 1 7 8 2 2.7 4.7 6 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"651" 0.5 9.5 10 2 8 10 10 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"652" 1 8.5 9.5 2 3.5 5.5 7.1 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"653" 1 6 7 2 6 8 7.6 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"654" 1 7 8 2 7.3 9.3 8.8 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"655" 0 NA 0 0 NA 0 0 "S" "S" "6M" "Civil3AM" 5 3 NA "N"
"656" 1 9 10 2 4 6 7.6 "S" "S" "6M" "Civil3AM" 5 3 "N" "S"
"657" 1 4.5 5.5 0 NA 0 2.2 "S" "N" "6M" "Civil3AM" 5 3 "S" "S"
"658" 1 5 6 2 0.5 2.5 3.9 "N" "N" "6M" "Civil3AM" 5 3 "N" "S"
"659" 1 5.5 6.5 0 NA 0 2.6 "N" "N" "6M" "Civil3AM" 5 3 "S" "S"
"660" 0 10 10 2 2.5 4.5 6.7 "N" "N" "6M" "Civil3AM" 5 3 "N" "S"
"661" 0 NA 0 0 NA 0 0 "N" "N" "6M" "Civil3AM" 5 3 NA "N"
"662" 1 3 4 2 0.5 2.5 3.1 "N" "N" "6M" "Civil3AM" 5 3 "N" "S"
"663" 1 8.5 9.5 2 2.5 4.5 6.5 "N" "N" "6M" "Civil3AM" 5 3 "N" "S"
"664" 1 2.5 3.5 0 NA 0 1.4 "N" "N" "6M" "Civil3AM" 5 3 "S" "S"
"665" 0 0 0 0 NA 0 0 "N" "N" "6M" "Civil3AM" 5 3 "S" "S"
"666" 1 2 3 0 0 0 1.2 "N" "N" "6M" "Civil3AM" 5 3 "N" "S"
